tweet_id,airline_sentiment,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,,,,,,
569686401735745536,negative,American,TranceInJail,0,@AmericanAir hi my flight to DFW 2463 was Cancelled Flightled tonight. Called in and left my number for call back it's been 3hrs please help.,,2015-02-22 18:33:17 -0800,NYC/TX,Central Time (US & Canada),,,,,,
569962494283919360,negative,American,UllCon,0,@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.,,2015-02-23 12:50:22 -0800,"Michigan, US",Quito,,,,,,
569527440499978240,negative,US Airways,NQ1977,0,@USAirways have had a medical issue Late Flight yesterday and need to change my flight today been on hold for an hour and still not through,,2015-02-22 08:01:37 -0800,England,London,,,,,,
569969386062266368,positive,US Airways,KateDeLeal,0,@USAirways owes Tammy from the Winston-Salem call center for keeping me as a customer!,,2015-02-23 13:17:45 -0800,,,,,,,,
569603127223066624,negative,American,rebeccabw,0,@AmericanAir Trying to find out if flight #340 DFW to HOU is on tonight. Exec platinum desk not calling back and online info not clear.,,2015-02-22 13:02:22 -0800,"Dallas, Texas",Central Time (US & Canada),,,,,,
569865823415902208,neutral,US Airways,ttorabisu,0,@USAirways can you add my KTN to an existing reservation?,,2015-02-23 06:26:14 -0800,ATL | DTW | NRT,,,,,,,
569355923396780032,negative,US Airways,ColfaxCapital,0,@USAirways Flight 496. How are u going to compensate me for sitting on the tarmac for 90+ mins and missing my PHX - BOS connection?,,2015-02-21 20:40:04 -0800,"39.0708° N, 106.9886° W",Quito,,,,,,
568940291530493952,negative,Delta,JordantheJew,0,@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst,,2015-02-20 17:08:30 -0800,"New York, NY",Eastern Time (US & Canada),,,,,,
568028497001590784,neutral,Delta,philpete,0,@JetBlue @drwinston001 I think we'll need a selfie as proof...,,2015-02-18 04:45:21 -0800,London,London,,,,,,
567767199700758528,negative,United,DGomezPearlberg,1,@united its 2015 and no power outlets at the seats on a 6 hour flight to California? Seriously? This is why airlines are failing!! Pathetic!,"[40.70749747, -74.17084113]",2015-02-17 11:27:03 -0800,NYC,Eastern Time (US & Canada),,,,,,
569338441172983808,negative,United,MattySags,0,@united please get me off this plane #UA57,,2015-02-21 19:30:36 -0800,"New York, NY",,,,,,,
569671290111393792,negative,American,dogbuckeye,0,@AmericanAir Can you help with my Cancelled Flightled flight -- I'd like to book another flight...I've been on hold for 95 minutes and counting....,,2015-02-22 17:33:14 -0800,,,,,,,,
569919787888988160,negative,American,Baynhambristol,0,@AmericanAir 2 months and still no exec platinum member cards. What gives?,,2015-02-23 10:00:40 -0800,New York,Hawaii,,,,,,
569540659209596928,negative,US Airways,ZacharyLeonsis,2,"@USAirways was on hold for four hours, never got connected. Came to the airport and your rep essentially told me and everyone else to screw",,2015-02-22 08:54:09 -0800,"Washington, D.C.",Eastern Time (US & Canada),,,,,,
567871168214106112,negative,US Airways,Hollywood0218,0,"@USAirways Your whole handling of this was a joke.Boston Logan had one little old lady,ONE handling all the customers http://t.co/DH2rfUIJYP",,2015-02-17 18:20:11 -0800,,,,,,,,
568490223417602048,positive,Virgin America,beasharif,0,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!",,2015-02-19 11:20:05 -0800,The World,Pacific Time (US & Canada),,,,,,
569968023592943616,neutral,Delta,DavidAlfieWard,0,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David.",,2015-02-23 13:12:20 -0800,London UK & USA,,,,,,,
568531781835571200,neutral,US Airways,tee_phimu,0,@USAirways would like to see you do similar in PHL! http://t.co/n9vGe2nPIB,,2015-02-19 14:05:14 -0800,"philadelphia, pa",Eastern Time (US & Canada),,,,,,
568625636639506432,negative,United,per_ines,0,"@united (1/2) thanks, but does not answer my question. I want to make a reservation over the phone in Perth, hold for 24hrs, and have family",,2015-02-19 20:18:10 -0800,,Casablanca,,,,,,
569963097055604736,negative,Southwest,DeniseMarois,0,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,,2015-02-23 12:52:46 -0800,,,,,,,,
568479942146707456,negative,United,jenny0z,0,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks",,2015-02-19 10:39:14 -0800,new york city ,,,,,,,
569379726562869248,negative,United,JSJ35,0,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.,,2015-02-21 22:14:40 -0800,Blue Area of the Moon,Eastern Time (US & Canada),,,,,,
568408789512105984,neutral,Southwest,mzona18,0,@SouthwestAir I am now a rapids rewards member #lovetotravel #chaching,,2015-02-19 05:56:30 -0800,Scottsdale Arizona,,,,,,,
568425421240455168,negative,Southwest,thisnamerocks2,0,@SouthwestAir I sent you my conf number yesterday.,,2015-02-19 07:02:35 -0800,"Canton, MA",,,,,,,
569154129362186240,negative,Southwest,cwgreiner,0,@SouthwestAir my flight is Cancelled Flightled due to weather. What next ?,,2015-02-21 07:18:13 -0800,,,,,,,,
569307607007150080,negative,United,maxcotter,0,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.,,2015-02-21 17:28:05 -0800,toronto,Central Time (US & Canada),,,,,,
569468823625027584,neutral,United,seb749,0,@united need help. Never got tickets. Conf #ggqzqd,,2015-02-22 04:08:42 -0800,,Eastern Time (US & Canada),,,,,,
568466370205237248,negative,United,jkentakula,1,@united @perfectomobile huh?  I have sent 16 crash reports in Feb alone.  8 in one day.  Only app I have that consistently crashes.,,2015-02-19 09:45:18 -0800,,,,,,,,
570251671265083392,neutral,Delta,Kristenrx5150,0,@JetBlue thank you! Headed from LBC to OAK !,,2015-02-24 07:59:27 -0800,anaheim,,,,,,,
568056439291256832,neutral,United,javadogs,0,@united did not get names...Dallas flight and Chicago,,2015-02-18 06:36:23 -0800,,,,,,,,
570133621870174208,negative,American,danilo23donna,0,@AmericanAir they are giving cots to the people that did not get hotel rooms...that is terrible..,,2015-02-24 00:10:22 -0800,,,,,,,,
570210145239592960,negative,United,dkesten71,0,@united 1k and had problem getting out of FLL to IAH  sent DM to you about making my connection  please let me know,,2015-02-24 05:14:27 -0800,,,,,,,,
567843845247016960,positive,Southwest,TJGoertz,0,"@SouthwestAir Great, thank you. Best of luck dealing with this horrible winter.",,2015-02-17 16:31:37 -0800,Toronto,Eastern Time (US & Canada),,,,,,
567847737061941248,negative,US Airways,mttdprkr,0,@USAirways 4 hours... 4 hours... FOUR HOURS.  It's like this is a joke to you.,,2015-02-17 16:47:05 -0800,"Vancouver, WA",Pacific Time (US & Canada),,,,,,
569589829735821312,neutral,United,tspinnersbride,0,@united What does DM the confirmation @ mean???,,2015-02-22 12:09:32 -0800,,,,,,,,
568632557836865536,positive,Delta,BorjaAngoitia1,0,@JetBlue Thank you guys! Brilliant customer service,,2015-02-19 20:45:41 -0800,,,,,,,,
568800974632050688,negative,United,SLrnS,0,@united is the worst http://t.co/27aitZl6nd,,2015-02-20 07:54:54 -0800,"New York, NY",,,,,,,
569550676784578560,negative,United,jrdurante,0,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",,2015-02-22 09:33:57 -0800,,Atlantic Time (Canada),,,,,,
568637273945866240,neutral,US Airways,lj_verde,0,@USAirways still just sitting here. nobody has said anything. What's up?,,2015-02-19 21:04:25 -0800,DC,Eastern Time (US & Canada),,,,,,
569951353205870592,neutral,American,thomas199023,0,@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,,2015-02-23 12:06:06 -0800,Netherlands,Amsterdam,,,,,,
568975192615223296,neutral,Southwest,mmillanjr,0,@SouthwestAir it was 3472,,2015-02-20 19:27:11 -0800,,,,,,,,
569710305707601920,negative,US Airways,EAFiedler,0,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail",,2015-02-22 20:08:16 -0800,Philly,Eastern Time (US & Canada),,,,,,
569748572104560640,positive,United,abroad_aus,0,@united I wanna be grand staff,,2015-02-22 22:40:19 -0800,,,,,,,,
568878319074029568,neutral,Southwest,itsangieohyeah,0,@SouthwestAir I'm 30 mins out WAIT FOR ME😭😭😭,,2015-02-20 13:02:15 -0800,Dodger Stadium | Disneyland,Pacific Time (US & Canada),,,,,,
567883485542658048,negative,United,tomcrabtree,0,"@united My wife has been on the phone several times for past 3 days, with no result.",,2015-02-17 19:09:08 -0800,San Francisco,Pacific Time (US & Canada),,,,,,
567710245053407232,negative,US Airways,CharNewsJunkie,0,@USAirways I have been on hold with your Gold reservations line for OVER 3 HOURS now. Flight Cancelled Flightled. Trying to rebook.,,2015-02-17 07:40:44 -0800,"Charlotte, North Carolina",Eastern Time (US & Canada),,,,,,
567793538134716416,neutral,Southwest,kd35ftw1,0,"@SouthwestAir can i take my electric skateboard on a domestic flight? if so, do same policies listed on your site for regular boards apply?",,2015-02-17 13:11:43 -0800,,,,,,,,
567751025890709504,positive,US Airways,TreyWheelerCEO,0,@USAirways — I had exceptional service on flight #403 from IND to PHX!!,"[36.08584875, -115.14968355]",2015-02-17 10:22:47 -0800,"Lima, OH",Eastern Time (US & Canada),,,,,,
567730390291714048,negative,US Airways,TullamoreEims,0,@USAirways This is dating back to Nov. I have been sent back and forth between you and @eDreams_en. It's a disgrace.,,2015-02-17 09:00:47 -0800,Dublin Raised | Brooklyn Based,Dublin,,,,,,
567919849088770048,negative,US Airways,drpippa,0,@USAirways disappointment? Making own arrangements for me &amp, my sleeping toddler with zero assistance from USAir is maddening.,,2015-02-17 21:33:38 -0800,"Boston, MA",Eastern Time (US & Canada),,,,,
567876290524495872,negative,Southwest,braadwise,0,@SouthwestAir you're 4/4 on blowing it with your customer service. Shotwest Airlines.,,2015-02-17 18:40:32 -0800,"Rogue, USA",Pacific Time (US & Canada),,,,,,
568633802433507328,negative,US Airways,syfialkoff,0,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors",,2015-02-19 20:50:37 -0800,,,,,,,,
570085132251598848,negative,US Airways,worldwideweg,0,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles,,2015-02-23 20:57:41 -0800,,,,,,,,
569360352594546688,negative,US Airways,nm4agoodlife,0,"@USAirways As a member of the news media, the awful service of the last few days won't go unnoticed.",,2015-02-21 20:57:40 -0800,,Eastern Time (US & Canada),,,,,,
570295459631263744,positive,Virgin America,YupitsTate,0,"@VirginAmerica it was amazing, and arrived an hour early. You're too good to me.",,2015-02-24 10:53:27 -0800,Los Angeles,Eastern Time (US & Canada),,,,,,
570016801192456192,neutral,Delta,RogerSaintange,0,@JetBlue when are you guys flying it froward in the Bahamas.,,2015-02-23 16:26:10 -0800,,Pacific Time (US & Canada),,,,,,
568596833439760384,negative,United,LimeLiberator,0,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.,,2015-02-19 18:23:43 -0800,"sunnyvale, ca",Pacific Time (US & Canada),,,,,,
568915699290284032,negative,Southwest,CVDCole,0,"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",,2015-02-20 15:30:47 -0800,"Dallas, Texas",Central Time (US & Canada),,,,,,
567742238562975744,negative,Delta,oheyjasmine,0,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol",,2015-02-17 09:47:52 -0800,Puerto Rico ,Hawaii,,,,,,
569332152065593344,positive,Southwest,claywhittington,0,@SouthwestAir Kudos for adding #Passbook to your app! I LOVE IT!,,2015-02-21 19:05:37 -0800,"Wilmington, North Carolina",Eastern Time (US & Canada),,,,,,
569642899828133888,negative,United,reccewife,0,@united but we are on All Nippon now (booked by United to replace the one we missed).,,2015-02-22 15:40:25 -0800,"Kingston, Canada",Mountain Time (US & Canada),,,,,,
568276144107200512,neutral,United,TiffanyHaverly,0,@united Turkish Airlines rebooked us a United flight on our second leg from FRA -&gt, IAD. Is there any way to check if upgrades are available?,,2015-02-18 21:09:25 -0800,Washington D.C.,Eastern Time (US & Canada),,,,,
569694350831161344,negative,US Airways,ElmiraBudMan,0,@USAirways @PHLAirport always nice when a customer service manager threatens customers standing in his understaffed lines for the last hour,,2015-02-22 19:04:52 -0800,Does it really matter,,,,,,,
568275746516385792,positive,Southwest,ale_lleal,0,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊,,2015-02-18 21:07:50 -0800,HTX,Atlantic Time (Canada),,,,,,
568083224146149376,negative,US Airways,amfnyc,0,@USAirways I've been trying for DAYS!  And I don't get hung up on until after I get through all the prompts.  What am I to do??,,2015-02-18 08:22:49 -0800,,Eastern Time (US & Canada),,,,,,
569697793801134080,negative,United,bmorrismusic,0,@united what about the poor customer service at checkin at Kansas KCI?!? That's it???,,2015-02-22 19:18:33 -0800,Ireland,,,,,,,
568054866045747200,negative,Southwest,luvthispayne,0,"@SouthwestAir Next once we arrived to Atlanta, we waited a full HOUR before our luggage was placed on a carousel. One hour!",,2015-02-18 06:30:08 -0800,Somewhere over the rainbow.,Atlantic Time (Canada),,,,,,
569631775766368256,negative,American,skyfullofbacon,0,"@AmericanAir not sure what this means but son and I will certainly have operational needs for seats during Flt. 1679 next Friday, yet...",,2015-02-22 14:56:13 -0800,Chicago,Central Time (US & Canada),,,,,,
569964493066919936,positive,American,MikeThomas_Says,0,@AmericanAir thanks. Delivery status??,,2015-02-23 12:58:19 -0800,DC,,,,,,,
569986326168268800,neutral,American,hoagy10,0,@AmericanAir Flight Get Me Out Of Chicago.,,2015-02-23 14:25:04 -0800,,Central Time (US & Canada),,,,,,
569096764835414016,neutral,United,Addair,0,“@united: @Addair  We hope you don't miss your connection. For help with re-Flight Booking Problems please Follow us &amp, DM your confirmation. ^CP”done thx,,2015-02-21 03:30:16 -0800,"Raleigh, NC",Eastern Time (US & Canada),,,,,
569528348126216192,negative,United,cryancox,0,@united any chance you could help rebook?? My flight Cancelled Flightled,,2015-02-22 08:05:14 -0800,,,,,,,,
569903725449322496,neutral,US Airways,HutchinsJim,0,"@USAirways @HutchinsJim Yes, I made the flight and got my workout in too.",,2015-02-23 08:56:51 -0800,"Carmel, IN",Atlantic Time (Canada),,,,,,
569558600353390592,positive,Southwest,justatinydragon,0,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋,,2015-02-22 10:05:26 -0800,,Eastern Time (US & Canada),,,,,,
569880207911460864,negative,US Airways,ConstanceSCHERE,0,@USAirways 4914 from PHL to BGM. I cannot believe this has happened 2x in under two weeks!,,2015-02-23 07:23:24 -0800,"Boston, MA",Atlantic Time (Canada),,,,,,
569953874435567616,neutral,Southwest,madisonisom,0,"@SouthwestAir done. Sorry, I thought I was already.",,2015-02-23 12:16:07 -0800,"Birmingham, AL",Central Time (US & Canada),,,,,,
568931356287365120,negative,United,tjny753,0,@united That was the problem.  We were being told the aircraft was on its way.,,2015-02-20 16:33:00 -0800,"Elmira, NY",,,,,,,
568161997935607808,negative,US Airways,Twinscream1,0,@USAirways you see now that is a lie.  They auto respond with insulting email. #sucks,,2015-02-18 13:35:50 -0800,,,,,,,,
569767266075742208,neutral,United,KennedyJonesTHO,0,@united can you help me add my KTN to this reservation PLZ?,,2015-02-22 23:54:36 -0800,Los Angeles,Arizona,,,,,,
570277278627848192,negative,Delta,BethRunsDisney,0,@JetBlue Is there an issue with your website and logging on? (App too?) I know I am entering info correctly but cannot sign in! :(,,2015-02-24 09:41:13 -0800,NYC,Eastern Time (US & Canada),,,,,,
569606966772940800,negative,Delta,Ketzirah,0,@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer,,2015-02-22 13:17:38 -0800,"Washington, DC",Eastern Time (US & Canada),,,,,,
567903653933101056,negative,Delta,ChicDisheveled,0,"@JetBlue shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! #jetbluejfk","[32.73130971, -117.20222555]",2015-02-17 20:29:16 -0800,"San Diego, CA",Arizona,,,,,,
569687540644642816,neutral,Southwest,ReneeLomas,0,@SouthwestAir especially if it's your mom! #IChangedYourDiaper,,2015-02-22 18:37:48 -0800,Between FL & MN,,,,,,,
569936900804505600,neutral,Delta,holadamilola,0,RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_,,2015-02-23 11:08:40 -0800,"Ga, DC, Kemet",Quito,,,,,,
569697809017864192,negative,American,ChrisAgius13,0,"@AmericanAir seriously, I do not want to wait 24 hours for a flight when I have to prepare for a family funeral.","[32.89873575, -97.04452633]",2015-02-22 19:18:36 -0800,"Melbourne, Australia",,,,,,,
569953259479277568,positive,Delta,woodywhitehurst,0,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR,,2015-02-23 12:13:40 -0800,Tiger Town,,,,,,,
569975287364001792,negative,American,kanne822,0,"@AmericanAir while listening to a delay message on my phone, another delay message was coming in. Get your shit together!",,2015-02-23 13:41:12 -0800,"Gilbert, AZ",Arizona,,,,,,
569895385851760640,negative,American,_mhertz,0,"@AmericanAir @united getting us to where we need to be. This is not acceptable. Not to mention, Cancelled Flighting meetings/interviews for my client",,2015-02-23 08:23:42 -0800,,Pacific Time (US & Canada),,,,,,
567803109687443456,neutral,Delta,ChicDisheveled,0,"@JetBlue don't worry, I'm gonna share with my row! 😁","[40.64784472, -73.77710687]",2015-02-17 13:49:45 -0800,"San Diego, CA",Arizona,,,,,,
568453988758233088,positive,Southwest,jlittle100,0,@SouthwestAir thank you!!! #bringbacktheluvtordu #miami #directflights,,2015-02-19 08:56:06 -0800,,,,,,,,
569342888615620608,negative,United,independentid,0,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?",,2015-02-21 19:48:17 -0800,"Vancouver, Canada",Pacific Time (US & Canada),,,,,,
569817130801221632,negative,American,DanJWillis,0,@AmericanAir just want to thank you guys for the 27 hour delay for flight AA106 from JFK due to staff shortage and not weather✈️,,2015-02-23 03:12:45 -0800,my top secret gaming facility,Casablanca,,,,,,
570281719074566144,neutral,Southwest,srsable7290,0,@SouthwestAir what is the status of the bag check area at FFL?,,2015-02-24 09:58:51 -0800,,Eastern Time (US & Canada),,,,,,
570038991527002112,positive,United,NonYourBusines9,0,@united I left my comment with customer care. Thanks for contacting me.,,2015-02-23 17:54:21 -0800,,,,,,,,
569720452987252736,neutral,American,TannerSayre,0,@AmericanAir probably had money on @BensonHenderson they said to hell with @Cowboycerrone lol,,2015-02-22 20:48:35 -0800,ig, tannersayre,,,,,,
569273247252008960,negative,US Airways,WAWStewart,0,"@USAirways flt last nght Cancelled Flighted-mech.probs, flt this am Cancelled Flighted-snow, finally on a flt home. 1st cls empty &amp; they won't let me sit there",,2015-02-21 15:11:33 -0800,Pennsylvania,Eastern Time (US & Canada),,,,,,
569400869768302592,negative,United,mrp,0,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx,,2015-02-21 23:38:40 -0800,sf - austin - sydney,Alaska,,,,,,
568911101146091520,neutral,Delta,Rowe0neTen,0,@JetBlue imma need the hook up tho,,2015-02-20 15:12:31 -0800,South jamaica.. Queens,Pacific Time (US & Canada),,,,,,
569700785824669696,positive,American,jwein7,0,@AmericanAir #AmericanView Sweet Home Chicago http://t.co/J6icLV8DTs,,2015-02-22 19:30:26 -0800,Windy City,Central Time (US & Canada),,,,,,
568203709802532864,negative,Delta,JunkyardFiegs,0,@JetBlue C'mon now. My flight's delayed annnnnd you can't give me a pick?!? I'm about to tweet at @united or @Delta .......,,2015-02-18 16:21:35 -0800,,Central Time (US & Canada),,,,,,
568531035723603968,positive,Southwest,livvyports16,1,@SouthwestAir me &amp, @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,,2015-02-19 14:02:16 -0800,,,,,,,
569947048574758912,negative,US Airways,EATtoFUEL,0,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,,2015-02-23 11:49:00 -0800,VA,,,,,,,
569967938607972352,neutral,Southwest,DavidAlfieWard,0,"@SouthwestAir hi guys, do you have a general enquires email address please? Thanks David.",,2015-02-23 13:12:00 -0800,London UK & USA,,,,,,,
570227698334720000,neutral,Southwest,TheRandyHarbin,0,@SouthwestAir #stepup #makeitright re you best? Or just money hungry? #wewillsee,,2015-02-24 06:24:12 -0800,Kansas City MO,Central Time (US & Canada),,,,,,
568607013212590080,negative,United,Ozzy1652,0,"@united I was rebooked, however it would have been nice not to have to wait an extra 90 min at the airport.  How will you make this right?",,2015-02-19 19:04:10 -0800,,,,,,,,
569165556722503680,positive,Southwest,GoKebo,0,@SouthwestAir finally through thx,,2015-02-21 08:03:37 -0800,,Mountain Time (US & Canada),,,,,,
569641880276893696,positive,American,Dawn_Davis,0,"“@AmericanAir: @Dawn_Davis You're very welcome, Dawn. We love taking you flying. Let's do it again!” Again in 1 week!",,2015-02-22 15:36:22 -0800,★ Chicago'ish ★,Central Time (US & Canada),,,,,,
569301951478935552,neutral,United,BethRunsDisney,0,@united Yes. About an hour after landing.,,2015-02-21 17:05:37 -0800,NYC,Eastern Time (US & Canada),,,,,,
569833653871742976,negative,United,ClareSPhoto,0,"@united just sent you a message on Facebook, how do I follow up a complaint re. Missing clothing out of checked baggage?",,2015-02-23 04:18:24 -0800,"Chorley, Lancashire",Amsterdam,,,,,,
569415643474362368,neutral,United,MissDanaJones,0,@united what's with the layover in Canada from the UA125? Is that scheduled?,,2015-02-22 00:37:23 -0800,"Berlin, Germany",Berlin,,,,,,
569575176322424832,negative,US Airways,tapps,0,@USAirways i did and i'm not stupid. i've done web development for 19 yrs. the issue (now confirmed by your support) is YOUR website.,,2015-02-22 11:11:18 -0800,"brown deer, wi",Central Time (US & Canada),,,,,,
570302023968694272,positive,US Airways,RickAdamek,0,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp, a beverage. Easy cheesy,"[33.43720156, -111.99928786]",2015-02-24 11:19:32 -0800,"Fort Mill, SC",Eastern Time (US & Canada),,,,,
569976751205584896,neutral,American,djjohnpayne,0,@AmericanAir Am I upgraded on my next flight?,,2015-02-23 13:47:01 -0800,"Las Vegas, NV",Pacific Time (US & Canada),,,,,,
569677827068579840,positive,US Airways,johntrack,0,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,,2015-02-22 17:59:12 -0800,,Eastern Time (US & Canada),,,,,,
568969970513653760,negative,US Airways,MattStropoli,0,"@USAirways literally the worst flying experience of my life, and I have flown a lot",,2015-02-20 19:06:26 -0800,California,,,,,,,
569531924219191296,negative,Delta,karaklenk,0,"@JetBlue it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous.",,2015-02-22 08:19:26 -0800,New York,Eastern Time (US & Canada),,,,,,
569870445710671872,negative,US Airways,LarrySandeen,0,@USAirways @AmericanAir - Burned a lot of time and cell minutes working through this flight issue - hopefully we fly home in the morning.,"[0.0, 0.0]",2015-02-23 06:44:36 -0800,Southeastern Pennsylvania USA,,,,,,,
570298285350629376,positive,American,ThisIsKari,0,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,2015-02-24 11:04:41 -0800,"Dallas, TX",Central Time (US & Canada),,,,,,
568139253194067968,negative,US Airways,Kurt_Wirth,0,"@USAirways Doubt it. Gate 35x is a cluster, and every agent encounter I saw (including one with me) was outright rude. Just very put off.",,2015-02-18 12:05:28 -0800,"ÜT: 43.182918,-77.651224",Eastern Time (US & Canada),,,,,,
